Content type,Object ID,User ID,First View,Last View,Views,Clicks,Liked,Completed,Times Completed,Last Completed,Max Duration,Total Duration,Max Duration Percent,Last Duration
Video,9420,175859,2019-12-24 18:41:44.402214+00:00,2019-12-24 22:00:03.234065+00:00,8,0,,TRUE,8,20191224,160,1280,100,160
Video,6041,66132,2019-12-22 23:52:10.363001+00:00,2019-12-24 21:59:53.119169+00:00,4,0,,TRUE,2,20191224,111,222,100,111
Video,13171,53944,2019-10-18 16:12:52.227479+00:00,2019-12-24 21:59:46.778732+00:00,14,10,,TRUE,3,20191224,330,1444.991419,100,58.99141943
Video,9566,162355,2019-12-24 21:58:56.901028+00:00,2019-12-24 21:58:56.903939+00:00,1,0,,TRUE,1,20191224,170,170,100,170
Video,9576,168192,2019-08-29 10:05:22.231289+00:00,2019-12-24 21:58:55.058424+00:00,10,0,,TRUE,10,20191224,99,990,100,99
Game,62,89361,2019-09-19 14:22:07.048109+00:00,2019-12-24 21:58:51.518855+00:00,5,4,TRUE,,,,72.19000006,72.19000006,,72.19000006
Video,4076,26501,2019-12-24 21:58:41.777516+00:00,2019-12-24 21:58:41.781149+00:00,1,0,,TRUE,1,20191224,424,424,100,424
Video,10031,176680,2019-12-23 22:02:32.389909+00:00,2019-12-24 21:58:38.233640+00:00,6,0,,TRUE,6,20191224,309,1854,100,309
Video,470,66132,2019-12-22 23:50:17.124153+00:00,2019-12-24 21:57:57.307173+00:00,4,0,,TRUE,2,20191224,111,222,100,111
Game,148,89361,2019-11-06 13:49:22.867950+00:00,2019-12-24 21:57:28.763328+00:00,14,14,,,,,138.01,138.01,,138.01
Video,9575,168192,2019-08-29 10:03:35.992705+00:00,2019-12-24 21:57:11.586476+00:00,12,0,,TRUE,10,20191224,99,1024,100,99
Video,9576,162355,2019-12-24 21:57:05.127121+00:00,2019-12-24 21:57:05.130404+00:00,1,0,,TRUE,1,20191224,99,99,100,99
Game,115,172983,2019-12-23 19:02:42.995044+00:00,2019-12-24 21:56:38.273178+00:00,28,28,,,,,,,,
Video,9418,175859,2019-12-24 18:38:00.961331+00:00,2019-12-24 21:56:32.240390+00:00,8,0,,TRUE,8,20191224,210,1680,100,210
Game,44,89361,2019-12-24 21:56:21.796428+00:00,2019-12-24 21:56:27.146930+00:00,5,5,,,,,,,,
Video,458,66132,2019-12-22 23:48:22.779381+00:00,2019-12-24 21:55:55.472004+00:00,4,0,,TRUE,2,20191224,111,222,100,111
Video,9653,168192,2019-08-29 10:01:54.849191+00:00,2019-12-24 21:55:36.699336+00:00,12,0,,TRUE,11,20191224,93,1061,100,93
Video,6236,175991,2019-12-24 21:55:28.923987+00:00,2019-12-24 21:55:28.926751+00:00,1,0,,TRUE,1,20191224,431,431,100,431
Video,9575,162355,2019-12-24 21:55:17.155989+00:00,2019-12-24 21:55:17.159420+00:00,1,0,,TRUE,1,20191224,99,99,100,99
Show,527,162355,2019-12-20 07:17:25.960126+00:00,2019-12-24 21:55:11.364384+00:00,4,0,,,,,,,,
Video,340,162355,2019-12-14 02:37:47.584218+00:00,2019-12-24 21:54:40.113657+00:00,3,0,,TRUE,1,20191220,147,157,100,10
Show,68,162355,2019-12-14 02:37:42.120383+00:00,2019-12-24 21:54:30.813080+00:00,3,0,,,,,,,,
Game,73,172983,2019-12-24 01:53:10.206623+00:00,2019-12-24 21:54:20.527533+00:00,13,13,,,,,,,,
Video,13170,53944,2019-10-18 16:07:20.371911+00:00,2019-12-24 21:54:11.351594+00:00,4,0,,TRUE,3,20191224,330,1011.9968,100,330
Video,471,66132,2019-12-22 23:46:30.145714+00:00,2019-12-24 21:53:59.932497+00:00,4,0,,TRUE,2,20191224,111,222,100,111
Video,9743,168192,2019-08-29 10:00:07.067427+00:00,2019-12-24 21:53:53.248924+00:00,12,0,,TRUE,12,20191224,100,1200,100,100
Video,13215,162355,2019-12-24 21:53:45.856607+00:00,2019-12-24 21:53:45.860561+00:00,1,0,,,,,8,8,14,8
Video,4259,176777,2019-12-24 21:53:43.872607+00:00,2019-12-24 21:53:43.876316+00:00,1,0,,,,,,,,
Show,301,176777,2019-12-24 21:53:38.273617+00:00,2019-12-24 21:53:38.276793+00:00,1,0,,,,,,,,
Video,9794,26501,2019-12-24 21:52:49.496238+00:00,2019-12-24 21:52:49.499053+00:00,1,0,,TRUE,1,20191224,330,330,100,330
Video,9744,168192,2019-08-29 09:58:51.247348+00:00,2019-12-24 21:52:41.427434+00:00,13,1,,TRUE,12,20191224,69,869,100,69
Video,13216,162355,2019-12-24 21:52:34.582901+00:00,2019-12-24 21:52:39.949909+00:00,1,1,,TRUE,1,20191224,57,57,100,57
Show,584,162355,2019-12-24 21:52:30.970288+00:00,2019-12-24 21:52:34.567279+00:00,1,1,,,,,,,,
Video,469,66132,2019-12-22 23:44:37.890481+00:00,2019-12-24 21:52:05.939141+00:00,5,1,,TRUE,2,20191224,111,243,100,111
Video,9745,176680,2019-12-23 21:55:53.341798+00:00,2019-12-24 21:51:58.690766+00:00,6,1,,TRUE,6,20191224,398,2388,100,398
Video,9845,168192,2019-08-29 09:57:23.688834+00:00,2019-12-24 21:51:13.790594+00:00,13,0,,TRUE,12,20191224,79,1008,100,79
Video,468,66132,2019-12-22 23:42:45.373888+00:00,2019-12-24 21:50:12.177492+00:00,5,2,,TRUE,2,20191224,111,279,100,111
Video,9844,168192,2019-08-29 09:55:44.584607+00:00,2019-12-24 21:49:12.695673+00:00,14,0,,TRUE,13,20191224,91,1183,100,91
Video,305,172742,2019-12-24 21:49:06.756495+00:00,2019-12-24 21:49:06.759990+00:00,1,0,,,,,,,,
Video,13169,53944,2019-10-18 16:01:49.163368+00:00,2019-12-24 21:48:42.175107+00:00,5,1,,TRUE,3,20191224,330,1054.995346,100,330
Video,10032,26501,2019-12-24 21:48:34.578211+00:00,2019-12-24 21:48:38.874322+00:00,1,1,,TRUE,1,20191224,246,246,100,246
Show,301,26501,2019-10-07 04:08:44.605034+00:00,2019-12-24 21:48:34.566271+00:00,3,1,,,,,,,,
Video,13592,175991,2019-12-24 21:47:42.069038+00:00,2019-12-24 21:47:42.072803+00:00,1,0,,TRUE,1,20191224,466,466,100,466
Video,14014,162355,2019-12-20 07:18:54.937057+00:00,2019-12-24 21:47:41.794754+00:00,2,2,,,,,167,216,17,167
Game,80,175161,2019-12-24 21:47:30.518128+00:00,2019-12-24 21:47:34.243639+00:00,4,4,,,,,,,,
Video,13995,66132,2019-12-22 23:40:15.552786+00:00,2019-12-24 21:47:01.780906+00:00,4,3,TRUE,TRUE,1,20191224,187,415.0840253,100,187
Show,94,66132,2019-12-22 23:40:15.537593+00:00,2019-12-24 21:46:56.800286+00:00,5,0,,,,,,,,
Video,11904,175439,2019-12-15 19:53:01.695381+00:00,2019-12-24 21:46:47.486715+00:00,2,0,,,,,,,,
Show,550,175439,2019-12-15 19:52:57.164130+00:00,2019-12-24 21:46:41.832323+00:00,2,1,,,,,,,,
Video,14008,170717,2019-12-24 13:48:50.214696+00:00,2019-12-24 21:46:07.133001+00:00,2,1,,,,,68.99694704,68.99694704,6.784360574,68.99694704
Show,561,66132,2019-09-21 02:41:10.854890+00:00,2019-12-24 21:46:03.750466+00:00,2,0,,,,,,,,
Show,588,170717,2019-12-24 13:31:12.310719+00:00,2019-12-24 21:46:01.779593+00:00,5,1,,,,,,,,
Show,540,66132,2019-12-22 22:45:08.716040+00:00,2019-12-24 21:45:54.225268+00:00,2,0,,,,,,,,
Game,161,162355,2019-12-19 21:36:47.880800+00:00,2019-12-24 21:45:24.811080+00:00,3,3,,,,,108.2309999,108.2309999,,108.2309999
Video,4076,176680,2019-12-23 21:48:46.143769+00:00,2019-12-24 21:44:53.391250+00:00,6,1,,TRUE,5,20191224,424,2120,100,424
Game,27,175161,2019-12-20 13:13:53.313894+00:00,2019-12-24 21:44:47.423647+00:00,5,5,,,,,,,,
Game,98,162355,2019-12-24 21:44:34.402674+00:00,2019-12-24 21:44:34.407595+00:00,1,1,,,,,7.70600009,7.70600009,,7.70600009
Video,12907,170099,2019-12-24 21:43:21.815842+00:00,2019-12-24 21:43:21.819802+00:00,1,0,,TRUE,1,20191224,1348,1348,100,1348
Game,129,162355,2019-12-24 21:43:00.486388+00:00,2019-12-24 21:43:07.332065+00:00,2,2,,,,,,,,
Game,66,175161,2019-12-20 13:17:15.461616+00:00,2019-12-24 21:41:29.073975+00:00,2,2,,,,,,,,
Video,2348,167566,2019-12-24 17:51:44.652056+00:00,2019-12-24 21:41:16.435347+00:00,6,0,,TRUE,6,20191224,2183,13098,100,2183
Game,160,89361,2019-12-09 00:25:22.546630+00:00,2019-12-24 21:41:05.244781+00:00,299,299,FALSE,,,,135.4790001,221.052,,135.4790001
Video,10095,175773,2019-12-24 21:40:29.113601+00:00,2019-12-24 21:40:29.116784+00:00,1,0,,TRUE,1,20191224,1405,1405,100,1405
Video,576,167566,2019-12-24 17:50:06.856458+00:00,2019-12-24 21:39:38.713332+00:00,6,0,,TRUE,6,20191224,97,582,100,97
Video,9794,176680,2019-12-23 21:43:11.272932+00:00,2019-12-24 21:39:22.033882+00:00,5,1,,TRUE,5,20191224,330,1650,100,330
Game,84,69714,2019-10-03 20:11:48.723442+00:00,2019-12-24 21:39:03.606101+00:00,34,34,,,,,121.6559999,121.6559999,,121.6559999
Video,13294,175991,2019-12-24 21:38:34.739534+00:00,2019-12-24 21:38:34.743319+00:00,1,0,,TRUE,1,20191224,558,558,100,558
Video,10032,176680,2019-12-23 21:29:58.102926+00:00,2019-12-24 21:35:14.137817+00:00,4,18,,TRUE,4,20191224,246,984,100,246
Game,156,175161,2019-12-20 01:41:12.051243+00:00,2019-12-24 21:34:51.919698+00:00,12,12,,,,,,,,
Video,4259,176680,2019-12-23 21:34:41.382854+00:00,2019-12-24 21:33:19.841551+00:00,4,2,,TRUE,3,20191224,241,834.9591187,100,111.9591187
Show,301,176680,2019-12-23 21:29:58.076639+00:00,2019-12-24 21:33:15.452655+00:00,24,0,,TRUE,1,20191224,,,,
Video,14006,176680,2019-12-24 21:32:19.977767+00:00,2019-12-24 21:32:24.255318+00:00,1,1,,,,,103,103,12,103
Game,36,170716,2019-10-20 13:40:39.003899+00:00,2019-12-24 21:32:22.922582+00:00,5,5,,,,,119.516,119.516,,119.516
Show,588,176680,2019-12-23 21:32:11.395735+00:00,2019-12-24 21:32:19.965049+00:00,4,0,,,,,,,,
Game,108,170716,2019-10-25 22:02:11.888020+00:00,2019-12-24 21:31:57.234566+00:00,6,6,,,,,168.6399999,401.5039999,,24.88200021
Video,10629,175991,2019-12-24 21:31:53.141883+00:00,2019-12-24 21:31:53.145081+00:00,1,0,,TRUE,1,20191224,400,400,100,400
Game,69,170716,2019-12-24 21:31:24.102649+00:00,2019-12-24 21:31:27.819906+00:00,5,5,,,,,28.54100013,28.54100013,,28.54100013
Video,279,176680,2019-12-24 21:31:04.063624+00:00,2019-12-24 21:31:08.240823+00:00,1,1,,,,,5,5,3,5
Show,62,176680,2019-12-24 21:31:04.045647+00:00,2019-12-24 21:31:04.048951+00:00,1,0,,,,,,,,
Game,74,170716,2019-10-19 14:26:45.675714+00:00,2019-12-24 21:30:28.551276+00:00,9,9,,,,,68.65199995,141.5710003,,58.44800019
Video,12903,172983,2019-12-24 02:48:28.690688+00:00,2019-12-24 21:29:58.354337+00:00,9,6,FALSE,TRUE,1,20191224,18143,64736,662,8943
Game,77,170716,2019-12-24 21:29:03.615325+00:00,2019-12-24 21:29:54.442494+00:00,3,3,,,,,36.97000003,36.97000003,,36.97000003
Game,146,170716,2019-10-18 20:41:18.752601+00:00,2019-12-24 21:29:50.021254+00:00,74,74,,,,,763.1429999,1184.429,,763.1429999
Game,91,170716,2019-12-24 21:29:45.306622+00:00,2019-12-24 21:29:48.174579+00:00,4,4,,,,,,,,
Video,12265,165724,2019-12-24 20:47:31.543701+00:00,2019-12-24 21:28:59.843117+00:00,3,2,,TRUE,1,20191224,300,390,100,300
Video,10264,176680,2019-12-24 21:28:42.384017+00:00,2019-12-24 21:28:46.888769+00:00,1,1,,,,,314,314,121,314
Show,533,176680,2019-12-24 21:28:42.368135+00:00,2019-12-24 21:28:42.371546+00:00,1,0,,,,,,,,
Video,784,176680,2019-12-24 21:27:55.774857+00:00,2019-12-24 21:28:01.995339+00:00,1,1,,,,,0,0,1,0
Show,107,176680,2019-12-24 21:27:55.757325+00:00,2019-12-24 21:27:55.760929+00:00,1,0,,,,,,,,
Video,12591,176680,2019-12-24 21:26:27.582776+00:00,2019-12-24 21:26:27.585639+00:00,1,0,,,,,198,198,81,198
Video,12850,172983,2019-12-23 05:02:42.373072+00:00,2019-12-24 21:26:08.148590+00:00,2,1,,,,,2979,5014,221,2979
Video,10250,175991,2019-12-24 21:26:04.550549+00:00,2019-12-24 21:26:04.553252+00:00,1,0,,TRUE,1,20191224,347,347,100,347
Game,116,170716,2019-12-24 21:24:47.284714+00:00,2019-12-24 21:24:58.553111+00:00,2,2,,,,,212.516,212.516,,212.516
Game,94,170716,2019-12-24 21:24:11.406345+00:00,2019-12-24 21:24:17.262209+00:00,3,3,,,,,33.69700003,33.69700003,,33.69700003
Video,13085,53944,2019-09-19 14:22:22.693804+00:00,2019-12-24 21:23:48.823584+00:00,5,2,TRUE,TRUE,2,20191224,330,970.569219,100,330
Video,312,165724,2019-12-24 20:45:48.124978+00:00,2019-12-24 21:23:48.476908+00:00,2,1,,TRUE,1,20191224,307,399,100,307
Video,13156,175527,2019-12-09 13:38:53.663008+00:00,2019-12-24 21:23:24.034484+00:00,6,3,,,,,,,,
Show,527,168192,2019-08-29 09:50:37.643480+00:00,2019-12-24 21:23:20.960616+00:00,15,0,,TRUE,1,20190829,,,,
Video,12936,168192,2019-08-27 19:23:48.987947+00:00,2019-12-24 21:22:48.451643+00:00,2,0,,TRUE,1,20190827,89,118,100,29
Show,132,168192,2019-08-27 17:43:16.587977+00:00,2019-12-24 21:22:44.606035+00:00,9,1,,,,,,,,
Video,12590,176680,2019-12-24 21:22:32.096326+00:00,2019-12-24 21:22:32.099743+00:00,1,0,,TRUE,1,20191224,252,252,100,252
Game,113,174764,2019-12-19 23:38:20.588223+00:00,2019-12-24 21:22:23.362385+00:00,28,28,,,,,,,,
Post,13,174764,2019-12-24 21:21:33.411386+00:00,2019-12-24 21:21:47.660389+00:00,4,0,,,,,,,,
Video,12906,170099,2019-12-24 21:20:50.542170+00:00,2019-12-24 21:20:50.546466+00:00,1,0,,TRUE,1,20191224,1349,1349,100,1349
Game,93,170716,2019-10-19 21:07:33.522127+00:00,2019-12-24 21:19:51.610868+00:00,4,4,,,,,260.47,360.5550001,,260.47
Video,12589,176680,2019-12-24 21:18:17.243468+00:00,2019-12-24 21:18:17.246723+00:00,1,0,,TRUE,1,20191224,251,251,100,251
Video,13083,53944,2019-10-18 15:57:11.185405+00:00,2019-12-24 21:18:17.095543+00:00,5,4,,TRUE,2,20191224,330,840,100,330
Video,12272,165724,2019-12-24 21:18:14.773476+00:00,2019-12-24 21:18:14.776795+00:00,1,0,,,,,843,843,281,843
Video,13155,175527,2019-12-09 13:20:14.255049+00:00,2019-12-24 21:18:01.396918+00:00,13,1,,TRUE,1,20191209,301,316.9925085,100,15.99250849
Show,580,175527,2019-12-09 13:13:58.191848+00:00,2019-12-24 21:17:33.962037+00:00,7,6,,,,,,,,
Video,13591,175773,2019-12-15 11:16:58.452007+00:00,2019-12-24 21:17:15.641659+00:00,3,0,TRUE,TRUE,1,20191224,3187,6201,100,1328
Show,526,175773,2019-12-15 11:16:54.612603+00:00,2019-12-24 21:17:11.507837+00:00,3,0,,,,,,,,
Video,9841,175991,2019-12-24 21:16:56.707172+00:00,2019-12-24 21:16:56.709980+00:00,1,0,,TRUE,1,20191224,530,530,100,530
Video,13084,53944,2019-12-24 21:16:26.948643+00:00,2019-12-24 21:16:29.851553+00:00,1,1,,,,,105.998394,105.998394,32.12072544,105.998394
Video,13153,175773,2019-12-24 21:15:52.430646+00:00,2019-12-24 21:15:52.433616+00:00,1,0,,,,,322,322,76,322
Video,281,175773,2019-12-24 21:15:49.515814+00:00,2019-12-24 21:15:49.519777+00:00,1,0,,,,,,,,
Show,573,175773,2019-12-14 11:18:42.192179+00:00,2019-12-24 21:15:48.409862+00:00,3,0,,,,,,,,
Video,12796,170716,2019-10-24 00:54:42.028470+00:00,2019-12-24 21:15:31.107230+00:00,3,3,,,,,1385,6744,358,723
Video,12588,176680,2019-12-24 21:14:01.742729+00:00,2019-12-24 21:14:05.878187+00:00,1,1,,TRUE,1,20191224,248,248,100,248
Video,279,175773,2019-12-24 21:14:03.585816+00:00,2019-12-24 21:14:03.588550+00:00,1,0,,,,,103.7753569,103.7753569,61.04432757,103.7753569
Show,563,176680,2019-12-24 21:14:01.721981+00:00,2019-12-24 21:14:01.725511+00:00,1,0,,,,,,,,
Show,62,175773,2019-12-24 21:13:59.565071+00:00,2019-12-24 21:13:59.567986+00:00,1,0,,,,,,,,
Video,304,172742,2019-11-08 20:27:05.168550+00:00,2019-12-24 21:13:40.070004+00:00,3,0,,TRUE,1,20191224,2124,2124,100,2124
Video,710,176680,2019-12-24 21:13:30.391387+00:00,2019-12-24 21:13:34.713967+00:00,1,1,,,,,13,13,2,13
Show,90,176680,2019-12-24 21:13:30.367901+00:00,2019-12-24 21:13:30.371833+00:00,1,0,,,,,,,,
Show,65,172742,2019-11-08 20:26:50.900078+00:00,2019-12-24 21:13:26.146253+00:00,3,1,,,,,,,,
Video,13996,176680,2019-12-23 21:32:24.058764+00:00,2019-12-24 21:13:16.485549+00:00,1,2,,,,,,,,
Show,589,176680,2019-12-23 21:32:24.033831+00:00,2019-12-24 21:13:11.738039+00:00,2,0,,,,,,,,
Video,12271,165724,2019-12-24 21:12:48.099279+00:00,2019-12-24 21:12:48.102110+00:00,1,0,,TRUE,1,20191224,300,300,100,300
Video,10031,175991,2019-12-24 21:11:45.705476+00:00,2019-12-24 21:11:45.708603+00:00,1,0,,TRUE,1,20191224,309,309,100,309
Video,13404,53944,2019-10-18 15:42:00.473339+00:00,2019-12-24 21:11:25.392880+00:00,9,6,,TRUE,4,20191223,957,4102.972659,290,712
Video,14004,172742,2019-12-24 21:04:12.798311+00:00,2019-12-24 21:11:08.742993+00:00,2,0,,,,,857,857,95,857
Video,13155,175773,2019-12-24 21:11:07.390775+00:00,2019-12-24 21:11:07.393873+00:00,1,0,FALSE,,,,511,511,170,511
Show,580,175773,2019-12-24 21:11:03.561821+00:00,2019-12-24 21:11:03.564607+00:00,1,0,,,,,,,,
Video,12938,170716,2019-12-24 21:10:53.639012+00:00,2019-12-24 21:10:57.154399+00:00,1,1,,,,,887,887,264,887
Show,589,172742,2019-12-24 21:03:58.123981+00:00,2019-12-24 21:10:53.978910+00:00,3,1,,,,,,,,
Video,10816,175773,2019-12-24 21:10:31.255732+00:00,2019-12-24 21:10:31.259020+00:00,1,0,,,,,126,126,30,126
Show,540,175773,2019-12-24 21:10:27.159658+00:00,2019-12-24 21:10:27.162578+00:00,1,0,,,,,,,,
Video,11915,175773,2019-12-24 21:10:04.776361+00:00,2019-12-24 21:10:04.779635+00:00,1,0,,,,,3,3,5,3
Video,13184,170716,2019-11-20 00:46:08.749170+00:00,2019-12-24 21:08:37.895005+00:00,3,3,,,,,731,1706,195,480
Video,11904,175773,2019-12-13 20:10:02.491218+00:00,2019-12-24 21:08:24.117391+00:00,2,0,,TRUE,1,20191224,97,108,100,97
Show,550,175773,2019-12-13 20:09:54.235424+00:00,2019-12-24 21:08:20.143572+00:00,3,0,,,,,,,,
Video,12553,170716,2019-10-19 13:05:58.696087+00:00,2019-12-24 21:08:17.801864+00:00,4,3,,,,,492,1221,160,49
Show,554,170716,2019-10-19 12:59:04.269043+00:00,2019-12-24 21:08:13.488509+00:00,10,5,,,,,,,,
Video,14014,172742,2019-12-24 21:07:01.051499+00:00,2019-12-24 21:08:08.428906+00:00,2,1,,,,,1589,2131,161,1589
Game,145,176493,2019-12-24 21:07:51.983996+00:00,2019-12-24 21:07:59.045139+00:00,9,9,,,,,,,,
Video,12267,165724,2019-12-24 21:07:45.858904+00:00,2019-12-24 21:07:45.862630+00:00,1,0,,TRUE,1,20191224,300,300,100,300
Video,12937,175773,2019-12-24 21:02:49.746241+00:00,2019-12-24 21:07:44.761461+00:00,2,0,,,,,20,22,23,2
Video,12936,175773,2019-12-24 21:01:17.642010+00:00,2019-12-24 21:07:39.665123+00:00,2,0,,TRUE,1,20191224,89,90.00067461,100,1.000674612
Show,132,175773,2019-12-24 21:00:00.609040+00:00,2019-12-24 21:07:35.816271+00:00,2,0,,,,,,,,
Video,13996,176519,2019-12-24 21:07:13.417054+00:00,2019-12-24 21:07:21.014557+00:00,1,2,,,,,526,526,66,526
Show,589,176519,2019-12-24 21:07:16.135829+00:00,2019-12-24 21:07:16.139369+00:00,1,0,,,,,,,,
Video,12609,175773,2019-12-24 21:07:15.607315+00:00,2019-12-24 21:07:15.610088+00:00,1,0,,,,,76,76,18,76
Show,564,175773,2019-12-24 21:07:11.839922+00:00,2019-12-24 21:07:11.842797+00:00,1,0,,,,,,,,
Video,1519,175773,2019-12-24 21:07:04.939497+00:00,2019-12-24 21:07:04.943500+00:00,1,0,,,,,1,1,6,1
Game,6,174764,2019-12-24 21:07:04.005602+00:00,2019-12-24 21:07:04.009116+00:00,1,1,,,,,,,,
Show,177,175773,2019-12-24 21:07:00.137590+00:00,2019-12-24 21:07:00.140976+00:00,1,0,,,,,,,,
Show,588,172742,2019-12-24 21:06:51.338941+00:00,2019-12-24 21:06:51.342368+00:00,1,1,,,,,,,,
Video,13387,176750,2019-12-24 21:06:21.581805+00:00,2019-12-24 21:06:28.864109+00:00,1,1,,,,,,,,
Show,587,176750,2019-12-24 21:06:18.473313+00:00,2019-12-24 21:06:21.567850+00:00,1,1,,,,,,,,
Video,13996,172742,2019-12-24 21:06:09.846308+00:00,2019-12-24 21:06:21.380559+00:00,1,1,,,,,7,7,1,7
Video,1805,175773,2019-12-24 21:05:22.670045+00:00,2019-12-24 21:06:11.340037+00:00,2,0,TRUE,,,,22,31,12,9
Video,6404,175773,2019-12-24 20:58:18.628432+00:00,2019-12-24 21:06:02.041350+00:00,3,0,TRUE,,,,73,90.96553125,86,9.980850693
Video,1806,175773,2019-12-24 20:53:47.126189+00:00,2019-12-24 21:05:58.583823+00:00,4,0,TRUE,TRUE,1,20191224,182,195.9775389,100,3.993088885
Show,196,175773,2019-12-24 20:53:43.101125+00:00,2019-12-24 21:05:54.611869+00:00,4,0,,,,,,,,
Video,13403,53944,2019-10-18 15:52:00.852846+00:00,2019-12-24 21:05:53.539706+00:00,5,1,,TRUE,2,20191224,983,1751,100,330
Game,84,176750,2019-12-24 21:05:48.586133+00:00,2019-12-24 21:05:48.589991+00:00,1,1,,,,,,,,
Video,11335,175773,2019-12-24 21:05:47.905703+00:00,2019-12-24 21:05:47.908481+00:00,1,0,,,,,52,52,4,52
Show,545,175773,2019-12-24 21:05:43.900091+00:00,2019-12-24 21:05:43.903398+00:00,1,0,,,,,,,,
Video,9785,170716,2019-11-09 22:45:39.212500+00:00,2019-12-24 21:05:39.026736+00:00,2,1,,TRUE,1,20191109,260,442,143,260
Show,525,170716,2019-11-09 22:39:28.470513+00:00,2019-12-24 21:05:34.548575+00:00,3,2,,,,,,,,
Video,175,172742,2019-11-06 16:20:37.827626+00:00,2019-12-24 21:05:33.048024+00:00,2,0,,,,,93,93,35,93
Show,38,172742,2019-11-06 16:20:20.573595+00:00,2019-12-24 21:05:11.407720+00:00,2,0,,,,,,,,
Video,9745,175991,2019-12-24 21:05:05.842706+00:00,2019-12-24 21:05:05.845898+00:00,1,0,,TRUE,1,20191224,398,398,100,398
Show,121,170716,2019-10-25 22:36:54.596161+00:00,2019-12-24 21:04:30.468159+00:00,7,4,,,,,,,,
Game,105,174764,2019-12-24 21:03:59.111274+00:00,2019-12-24 21:04:10.363151+00:00,3,3,,,,,,,,
Video,13140,175773,2019-12-24 21:04:02.843443+00:00,2019-12-24 21:04:02.846552+00:00,1,0,,,,,352,352,48,352
Video,12851,172983,2019-12-24 03:17:37.115772+00:00,2019-12-24 21:03:35.464664+00:00,13,13,,TRUE,1,20191224,12266,111755,100,1348
Video,13141,175773,2019-12-24 21:03:17.958160+00:00,2019-12-24 21:03:17.961389+00:00,1,0,,,,,41.97423533,41.97423533,5.687565762,41.97423533
Show,576,175773,2019-12-24 21:03:13.956314+00:00,2019-12-24 21:03:13.961037+00:00,1,0,,,,,,,,
Game,83,176493,2019-12-22 17:26:09.386678+00:00,2019-12-24 21:03:09.675569+00:00,29,29,,,,,248.2460001,248.2460001,,248.2460001
Video,11197,172742,2019-11-05 20:02:12.431805+00:00,2019-12-24 21:02:56.683437+00:00,21,19,,,,,22031,27440,1415,965
Video,1030,170716,2019-12-24 21:02:50.933631+00:00,2019-12-24 21:02:55.544570+00:00,1,1,,,,,273,273,42,273
Show,90,170716,2019-11-09 22:29:17.027680+00:00,2019-12-24 21:02:50.914304+00:00,2,0,,,,,,,,
Video,12273,165724,2019-12-24 21:02:43.577152+00:00,2019-12-24 21:02:43.580881+00:00,1,0,,TRUE,1,20191224,300,300,100,300
Video,9941,174764,2019-12-24 21:02:39.886196+00:00,2019-12-24 21:02:39.889034+00:00,1,0,,,,,,,,
Show,542,172742,2019-11-05 20:02:12.414078+00:00,2019-12-24 21:02:35.628416+00:00,34,32,,,,,,,,
Video,11209,65949,2019-09-30 17:49:17.895084+00:00,2019-12-24 21:02:33.544647+00:00,2,0,,,,,,,,
Show,528,174764,2019-12-24 21:02:32.429839+00:00,2019-12-24 21:02:32.433110+00:00,1,0,,,,,,,,
Video,13692,172983,2019-12-24 02:20:41.751051+00:00,2019-12-24 21:02:15.949563+00:00,5,6,FALSE,TRUE,1,20191224,18130,20891.86991,100,931
Show,589,170716,2019-12-21 02:09:02.948730+00:00,2019-12-24 21:02:11.060017+00:00,7,2,,,,,,,,
Show,569,172983,2019-12-23 05:02:42.356641+00:00,2019-12-24 21:02:09.789193+00:00,10,8,,,,,,,,
Video,1805,175770,2019-12-16 18:01:21.309867+00:00,2019-12-24 21:02:07.312551+00:00,3,0,,TRUE,2,20191217,312,3182,167,312
Video,11425,170716,2019-11-09 17:35:58.758903+00:00,2019-12-24 21:02:07.215498+00:00,1,2,,,,,18,149,10,5
Show,196,170716,2019-11-09 17:35:58.741494+00:00,2019-12-24 21:02:02.410324+00:00,4,3,,,,,,,,
Video,6404,175770,2019-12-16 17:52:32.647055+00:00,2019-12-24 21:00:39.888378+00:00,4,0,,TRUE,3,20191224,86,315,100,86
Video,1806,175770,2019-12-15 11:01:26.507859+00:00,2019-12-24 21:00:27.320354+00:00,8,1,TRUE,TRUE,3,20191217,329,1074.986178,100,7.986177769
Show,196,175770,2019-12-15 11:01:21.558471+00:00,2019-12-24 21:00:23.426723+00:00,9,1,,,,,,,,
Video,12581,172742,2019-12-24 21:00:23.372873+00:00,2019-12-24 21:00:23.376786+00:00,1,0,,,,,287,287,119,287
Video,13373,53944,2019-10-18 15:46:25.914184+00:00,2019-12-24 21:00:22.295701+00:00,4,0,,TRUE,3,20191224,330,1049,100,330
Video,9424,175770,2019-12-24 21:00:17.789563+00:00,2019-12-24 21:00:17.792955+00:00,1,0,,,,,,,,
Show,523,175770,2019-12-24 21:00:13.024621+00:00,2019-12-24 21:00:13.028018+00:00,1,0,,,,,,,,
Video,12602,175773,2019-12-24 21:00:04.765981+00:00,2019-12-24 21:00:04.769688+00:00,1,0,TRUE,,,,67.96910495,67.96910495,29.42385496,67.96910495
Show,563,172742,2019-12-24 20:59:59.779908+00:00,2019-12-24 20:59:59.782822+00:00,1,0,,,,,,,,
